ORF	SGD	GENENAME	logFC	unshrunk.logFC	logCPM	PValue	FDR
YMR105C	S000004711	PGM2	-6.84	-6.84	9.76	8.66e-21	2.05e-17
YML100W	S000004566	TSL1	-7.12	-7.12	9.87	1.24e-18	1.47e-15
YKL035W	S000001518	UGP1	-3.84	-3.84	10.8	3.02e-18	2.39e-15
YMR196W	S000004809	NA	-5.15	-5.15	8.42	2.8e-17	1.34e-14
YDR516C	S000002924	EMI2	-4	-4	9.14	2.82e-17	1.34e-14
YPR149W	S000006353	NCE102	-4.24	-4.24	7.94	4.47e-17	1.77e-14
YBR126C	S000000330	TPS1	-3.45	-3.45	9.86	1.36e-16	4.61e-14
YLR258W	S000004248	GSY2	-4.86	-4.86	8.3	3.62e-16	1.07e-13
YFR053C	S000001949	HXK1	-7.65	-7.65	9.1	9.9e-16	2.61e-13
YHL021C	S000001013	AIM17	-4.2	-4.2	6.93	1.26e-15	2.98e-13
YER053C	S000000855	PIC2	-4.98	-4.98	7.42	2.18e-15	4.7e-13
YDR001C	S000002408	NTH1	-2.88	-2.88	7.12	4.07e-15	8.04e-13
YPL004C	S000005925	LSP1	-2.77	-2.77	8.78	9.34e-15	1.7e-12
YGR088W	S000003320	CTT1	-6.13	-6.13	6.55	1.05e-14	1.77e-12
YGR008C	S000003240	STF2	-5.21	-5.2	7.05	1.29e-14	2.04e-12
YKL150W	S000001633	MCR1	-2.93	-2.93	8.54	1.39e-14	2.06e-12
YMR250W	S000004862	GAD1	-4.56	-4.56	6.55	1.53e-14	2.14e-12
YDR258C	S000002666	HSP78	-4.49	-4.49	6.39	4.76e-14	6.27e-12
YLR177W	S000004167	NA	-3.55	-3.55	5.64	3.12e-13	3.89e-11
YHR104W	S000001146	GRE3	-2.42	-2.42	8.5	3.56e-13	4.14e-11
YBR072W	S000000276	HSP26	-5.01	-5.01	7.35	3.67e-13	4.14e-11
YEL011W	S000000737	GLC3	-4.46	-4.47	6.32	1.42e-12	1.53e-10
YBR085C-A	S000007522	NA	-2.85	-2.85	5.74	2.34e-12	2.41e-10
YHR087W	S000001129	RTC3	-7.66	-7.67	6.48	4.28e-12	4.23e-10
YDR074W	S000002481	TPS2	-2.33	-2.33	8.59	8.07e-12	7.66e-10
YGR248W	S000003480	SOL4	-6.9	-6.92	4.77	1.89e-11	1.72e-9
YFR015C	S000001911	GSY1	-6	-6	7.2	2.87e-11	2.52e-9
YER067W	S000000869	RGI1	-6.46	-6.46	8.93	3.22e-11	2.73e-9
YBL064C	S000000160	PRX1	-2.32	-2.32	6.49	3.6e-11	2.95e-9
YDR033W	S000002440	MRH1	-2.6	-2.6	7.41	4.17e-11	3.3e-9
YML054C	S000004518	CYB2	-2.8	-2.8	5.9	5.4e-11	4.13e-9
YMR169C	S000004779	ALD3	-4.02	-4.02	5.17	1.07e-10	7.71e-9
YDR342C	S000002750	HXT7	-5.87	-5.87	7.49	1.07e-10	7.71e-9
YPR160W	S000006364	GPH1	-6.97	-6.97	7.01	1.3100000000000001e-10	9.15e-9
YMR090W	S000004696	NA	-3.3	-3.3	5.94	2.17e-10	1.47e-8
YML128C	S000004597	MSC1	-2.39	-2.39	5.56	4.52e-10	2.98e-8
YEL039C	S000000765	CYC7	-5.25	-5.25	4.67	4.69e-10	3e-8
YDL124W	S000002282	NA	-2.85	-2.85	7.12	4.83e-10	3.01e-8
YGL037C	S000003005	PNC1	-2.26	-2.26	8.8	6.8e-10	4.14e-8
YBR183W	S000000387	YPC1	-4.19	-4.19	4.35	8.72e-10	5.06e-8
YMR031C	S000004633	EIS1	-2.7	-2.7	5.77	8.75e-10	5.06e-8
YLR178C	S000004168	TFS1	-2.81	-2.81	5.44	1.08e-9	6.12e-8
YBR169C	S000000373	SSE2	-2.68	-2.68	6.31	2.06e-9	1.14e-7
YMR261C	S000004874	TPS3	-1.74	-1.74	7.83	2.91e-9	1.57e-7
YKL151C	S000001634	NNR2	-2.24	-2.24	7.51	3.07e-9	1.62e-7
YFL051C	S000001843	NA	2.95	2.96	5.72	3.4e-9	1.75e-7
YFL014W	S000001880	HSP12	-7.64	-7.64	7.01	3.98e-9	2.01e-7
YNL007C	S000004952	SIS1	-2.3	-2.3	7.29	4.33e-9	2.14e-7
YNL160W	S000005104	YGP1	-2.67	-2.67	6.32	5.31e-9	2.57e-7
YPL240C	S000006161	HSP82	-2.38	-2.38	8.77	5.74e-9	2.72e-7
YLL026W	S000003949	HSP104	-2.05	-2.05	9.49	8.98e-9	4.18e-7
YDL204W	S000002363	RTN2	-3.49	-3.49	4.45	9.48e-9	4.33e-7
YBL075C	S000000171	SSA3	-1.85	-1.85	6	1.72e-8	7.71e-7
YBR214W	S000000418	SDS24	-2.29	-2.29	7.75	3.31e-8	1.46e-6
YFR052C-A	S000028768	NA	-6.88	-6.87	5.7	3.54e-8	1.53e-6
YLL039C	S000003962	UBI4	-1.9	-1.9	9.1	3.65e-8	1.54e-6
YBL015W	S000000111	ACH1	-2.06	-2.07	6.74	6.46e-8	2.69e-6
YJL042W	S000003578	MHP1	-1.76	-1.76	6.33	8.77e-8	3.59e-6
YNL274C	S000005218	GOR1	-2.55	-2.55	4.72	1.15e-7	4.61e-6
YBR230C	S000000434	OM14	-2.32	-2.32	6.03	1.27e-7	5.02e-6
YNL015W	S000004960	PBI2	-2.59	-2.59	5.29	2.18e-7	8.48e-6
YLL023C	S000003946	POM33	-1.95	-1.95	6.73	3.92e-7	1.5e-5
YGR281W	S000003513	YOR1	-1.54	-1.54	7.3	7.1e-7	2.67e-5
YOR298C-A	S000007253	MBF1	-1.61	-1.61	7.56	8.69e-7	3.22e-5
YGR019W	S000003251	UGA1	-1.81	-1.81	5.73	9.46e-7	3.45e-5
YDL039C	S000002197	PRM7	2.09	2.09	5.89	9.9e-7	3.56e-5
YPL061W	S000005982	ALD6	3.97	3.97	9.55	1.05e-6	3.73e-5
YER073W	S000000875	ALD5	1.92	1.92	6.36	1.85e-6	6.45e-5
YPL014W	S000005935	CIP1	-2.06	-2.06	5.16	2.05e-6	7.06e-5
YBR149W	S000000353	ARA1	-1.61	-1.61	8.07	2.38e-6	8.07e-5
YAL060W	S000000056	BDH1	-1.93	-1.93	7.03	2.76e-6	9.24e-5
YOL155C	S000005515	HPF1	-1.86	-1.86	10.3	3.01e-6	9.92e-5
YNR034W-A	S000007525	EGO4	-6.96	-6.96	5.63	3.25e-6	1.06e-4
YMR145C	S000004753	NDE1	-1.56	-1.56	9.15	3.77e-6	1.21e-4
YDL181W	S000002340	INH1	-1.62	-1.62	5.59	4.4e-6	1.39e-4
YOR347C	S000005874	PYK2	-3.29	-3.28	5.25	5.07e-6	1.58e-4
YPR184W	S000006388	GDB1	-1.85	-1.85	6.66	6.11e-6	1.88e-4
YOR185C	S000005711	GSP2	-1.91	-1.91	5.64	8.5e-6	2.58e-4
YGR086C	S000003318	PIL1	-1.5	-1.5	8.88	9.7e-6	2.9e-4
YAL005C	S000000004	SSA1	-1.93	-1.93	12	9.78e-6	2.9e-4
YMR251W-A	S000004864	HOR7	-3.09	-3.08	6.75	1.07e-5	3.14e-4
YDR513W	S000002921	GRX2	-1.48	-1.48	7.13	1.26e-5	3.65e-4
YJL141C	S000003677	YAK1	-1.71	-1.71	5.55	1.38e-5	3.95e-4
YDR345C	S000002753	HXT3	-2.33	-2.33	9.39	2.64e-5	7.45e-4
YCL040W	S000000545	GLK1	-1.67	-1.67	11.3	2.8e-5	7.8e-4
YKL096W	S000001579	CWP1	-2.4	-2.4	5.99	2.97e-5	8.18e-4
YBR139W	S000000343	NA	-1.6	-1.6	7.37	3.15e-5	8.58e-4
YOR374W	S000005901	ALD4	-1.74	-1.74	7.62	6.33e-5	0.00171
YDL022W	S000002180	GPD1	-1.65	-1.65	9.58	7.28e-5	0.00194
YER091C	S000000893	MET6	1.96	1.96	7.74	8.91e-5	0.00235
YDR133C	S000002540	NA	-1.63	-1.63	8.62	9.09e-5	0.00237
YLR149C	S000004139	NA	-2.02	-2.01	5.22	1.08e-4	0.00278
YMR297W	S000004912	PRC1	-1.48	-1.48	8.66	1.19e-4	0.00302
YPR026W	S000006230	ATH1	-1.5	-1.5	5.66	1.3e-4	0.00327
YPL274W	S000006195	SAM3	1.71	1.71	6.84	1.36e-4	0.0034
YDR171W	S000002578	HSP42	-2.43	-2.42	7.49	1.39e-4	0.00343
YKL091C	S000001574	NA	-1.54	-1.54	5.52	1.69e-4	0.00413
YPL087W	S000006008	YDC1	-1.53	-1.53	6.91	2.01e-4	0.00487
YLR270W	S000004260	DCS1	-1.4	-1.4	6.31	2.24e-4	0.00536
YNL134C	S000005078	NA	-1.49	-1.49	6.95	2.41e-4	0.00571
YMR016C	S000004618	SOK2	1.47	1.48	5.93	2.51e-4	0.00588
YCL035C	S000000540	GRX1	-1.54	-1.54	5.98	3.4e-4	0.0079
YJL078C	S000003614	PRY3	-1.48	-1.48	8.92	3.56e-4	0.00819
YJL164C	S000003700	TPK1	-1.46	-1.46	5.68	4.09e-4	0.00933
YBL039C	S000000135	URA7	1.46	1.46	8.23	5.71e-4	0.0129
YPL015C	S000005936	HST2	-1.42	-1.42	6.28	6.01e-4	0.0134
YMR315W	S000004932	NA	-1.36	-1.36	6.69	0.00107	0.0238
YMR241W	S000004854	YHM2	1.24	1.24	7.79	0.00128	0.028
YEL046C	S000000772	GLY1	1.45	1.45	8.28	0.00135	0.0294
YPL247C	S000006168	NA	-1.38	-1.38	5.41	0.00156	0.0336
YER062C	S000000864	GPP2	-1.44	-1.44	7.1	0.00165	0.0352
YER088C	S000000890	DOT6	-1.33	-1.33	5.92	0.00169	0.0358
YNL098C	S000005042	RAS2	-1.36	-1.36	7.55	0.0018	0.0377
YDL146W	S000002305	LDB17	-1.39	-1.39	6.9	0.0019	0.0396
YMR305C	S000004921	SCW10	1.25	1.25	8.55	0.00219	0.0451
YJR127C	S000003888	RSF2	-1.33	-1.33	5.92	0.00222	0.0453
YPL003W	S000005924	ULA1	-1.4	-1.4	5.14	0.00236	0.0478
YDR077W	S000002484	SED1	-1.35	-1.35	10.9	0.0027	0.0542
YGR260W	S000003492	TNA1	-1.29	-1.29	7.93	0.00335	0.0667
YPR028W	S000006232	YOP1	-1.24	-1.24	9.39	0.00505	0.0998
YGL009C	S000002977	LEU1	1.48	1.48	9.52	0.00547	0.107
YBR006W	S000000210	UGA2	-1.36	-1.36	5.73	0.00643	0.125
YJL050W	S000003586	MTR4	1.29	1.29	6.97	0.00727	0.14
YBR052C	S000000256	RFS1	-1.25	-1.25	6.42	0.00735	0.141
YOR108W	S000005634	LEU9	1.32	1.32	8.02	0.00788	0.15
YKL120W	S000001603	OAC1	1.42	1.42	8.04	0.00873	0.164
YOR049C	S000005575	RSB1	-1.33	-1.33	5.78	0.0109	0.204
YCL042W	S000000547	NA	-2.16	-2.16	5.05	0.0113	0.209
YDR276C	S000002684	PMP3	-1.54	-1.54	6.21	0.0118	0.218
YPL154C	S000006075	PEP4	-1.19	-1.19	9.41	0.0119	0.218
YKL085W	S000001568	MDH1	-1.21	-1.21	7.6	0.0131	0.236
YJR059W	S000003820	PTK2	-1.16	-1.16	6.99	0.0138	0.247
YLR180W	S000004170	SAM1	1.35	1.35	9.16	0.0178	0.317
YLR267W	S000004257	BOP2	1.55	1.55	5.92	0.0191	0.338
YDR178W	S000002585	SDH4	-1.22	-1.22	6.16	0.0195	0.342
YGL156W	S000003124	AMS1	-1.52	-1.52	5.98	0.0201	0.351
YJL165C	S000003701	HAL5	-1.21	-1.21	6.47	0.0219	0.378
YER001W	S000000803	MNN1	1.39	1.39	6.32	0.0226	0.389
YBR053C	S000000257	NA	-1.2	-1.2	5.72	0.0233	0.398
YOL124C	S000005484	TRM11	1.42	1.43	5.66	0.0265	0.45
YHR008C	S000001050	SOD2	-1.15	-1.15	7.82	0.0311	0.523
YMR304C-A	S000004919	NA	1.25	1.25	5.58	0.0314	0.524
YNL300W	S000005244	TOS6	1.25	1.25	5.58	0.0324	0.538
YDL019C	S000002177	OSH2	-1.13	-1.13	7.33	0.0355	0.586
YDL021W	S000002179	GPM2	-1.64	-1.64	7.93	0.0383	0.627
YJL005W	S000003542	CYR1	-1.11	-1.11	7.88	0.0454	0.738
YML070W	S000004535	DAK1	-1.1	-1.1	7.61	0.0457	0.738
YKL103C	S000001586	APE1	-1.24	-1.23	6.15	0.0468	0.751
YDL110C	S000002268	TMA17	-1.21	-1.21	5.08	0.0487	0.775
YFL016C	S000001878	MDJ1	-1.15	-1.15	5.75	0.0553	0.868
YLR303W	S000004294	MET17	1.16	1.16	6.86	0.0556	0.868
YLR348C	S000004340	DIC1	1.38	1.38	6.13	0.0556	0.868
YPL092W	S000006013	SSU1	-1.22	-1.22	6.23	0.0595	0.923
YNL055C	S000005000	POR1	-1.14	-1.14	9.27	0.0605	0.933
YJL166W	S000003702	QCR8	-1.1	-1.1	6.32	0.0615	0.942
YJR045C	S000003806	SSC1	-1.09	-1.09	10.4	0.0642	0.976
YML120C	S000004589	NDI1	-1.1	-1.1	6.76	0.0654	0.988
YFL062W	S000001832	COS4	-1.16	-1.16	5.56	0.0775	1
YGR194C	S000003426	XKS1	-1.11	-1.11	5.49	0.0806	1
YPR145W	S000006349	ASN1	1.07	1.07	9.3	0.0848	1
YOR309C	S000005836	NA	1.14	1.14	5.08	0.0924	1
YJL016W	S000003553	TPH3	-1.07	-1.07	6.42	0.0926	1
YOR027W	S000005553	STI1	-1.1	-1.1	8.69	0.0947	1
YNL045W	S000004990	LAP2	-1.07	-1.07	7.85	0.0963	1
YKR066C	S000001774	CCP1	-1.08	-1.08	6.39	0.102	1
YCR061W	S000000657	NA	-1.15	-1.15	5.45	0.111	1
YMR189W	S000004801	GCV2	1.09	1.09	6.1	0.112	1
YJL212C	S000003748	OPT1	1.09	1.09	6.91	0.124	1
YGL171W	S000003139	ROK1	1.18	1.18	5.46	0.126	1
YOL081W	S000005441	IRA2	-1.06	-1.06	7.75	0.127	1
YPR035W	S000006239	GLN1	1.09	1.09	8.61	0.129	1
YMR049C	S000004652	ERB1	1.08	1.08	7.33	0.131	1
YJL200C	S000003736	ACO2	1.07	1.07	7.01	0.135	1
YAL040C	S000000038	CLN3	-1.05	-1.05	8.01	0.146	1
YDR380W	S000002788	ARO10	1.1	1.1	8.11	0.149	1
YKL142W	S000001625	MRP8	-1.05	-1.05	6.35	0.15	1
YJL033W	S000003570	HCA4	1.11	1.12	6.41	0.161	1
YGL078C	S000003046	DBP3	1.07	1.07	6.76	0.166	1
YOR340C	S000005867	RPA43	1.08	1.08	6.03	0.17	1
YHR197W	S000001240	RIX1	1.05	1.05	6.53	0.172	1
YBR001C	S000000205	NTH2	-1.04	-1.05	5.23	0.178	1
YGL229C	S000003198	SAP4	-1.05	-1.05	5.18	0.18	1
YGL191W	S000003159	COX13	-1.03	-1.03	6.45	0.182	1
YHR016C	S000001058	YSC84	-1.04	-1.04	6.18	0.183	1
YHR088W	S000001130	RPF1	1.06	1.06	5.05	0.19	1
YDR120C	S000002527	TRM1	1.02	1.02	6.21	0.212	1
YPL211W	S000006132	NIP7	1.01	1.01	6.3	0.219	1
YLR406C	S000004398	RPL31B	1.01	1.01	8.3	0.226	1
YMR037C	S000004640	MSN2	-1.3	-1.37	5.41	0.232	1
YDR083W	S000002490	RRP8	1.01	1.02	5.4	0.233	1
YIL124W	S000001386	AYR1	-1	-1	6.06	0.245	1
YJR073C	S000003834	OPI3	-1	-1	7.57	0.247	1
YDR214W	S000002622	AHA1	-1	-1	7.97	0.249	1
YOR289W	S000005815	NA	-1.02	-1.02	4.67	0.251	1
YBR069C	S000000273	TAT1	1	0.999	6.42	0.251	1
YMR122W-A	S000007524	NA	-1	-0.997	6.59	0.255	1
YPR091C	S000006295	NVJ2	-0.99	-0.994	6.42	0.262	1
YHR066W	S000001108	SSF1	0.98	0.986	5.37	0.265	1
YML004C	S000004463	GLO1	-1	-0.995	7.73	0.265	1
YDR449C	S000002857	UTP6	0.99	0.987	5.51	0.271	1
YKL148C	S000001631	SDH1	-0.99	-0.99	7.04	0.272	1
YJL052W	S000003588	TDH1	-0.98	-0.977	12.8	0.278	1
YLR257W	S000004247	NA	-0.98	-0.982	6.63	0.28	1
YNL125C	S000005069	ESBP6	-0.99	-0.985	5.62	0.285	1
YLR003C	S000003993	CMS1	0.97	0.975	5.7	0.289	1
YBR177C	S000000381	EHT1	-0.99	-0.986	7.26	0.29	1
YBR142W	S000000346	MAK5	0.98	0.976	6.5	0.294	1
YNL132W	S000005076	KRE33	0.98	0.976	7.14	0.296	1
YOR273C	S000005799	TPO4	-0.96	-0.957	5.74	0.314	1
YDL072C	S000002230	YET3	-0.97	-0.973	7.63	0.322	1
YPL222W	S000006143	FMP40	-0.95	-0.955	5.41	0.327	1
YJR016C	S000003777	ILV3	0.97	0.966	9.25	0.333	1
YHR208W	S000001251	BAT1	0.96	0.96	8.7	0.333	1
YLR106C	S000004096	MDN1	0.96	0.958	8	0.336	1
YBR244W	S000000448	GPX2	0.95	0.948	5.72	0.343	1
YBR145W	S000000349	ADH5	-0.93	-0.932	9.21	0.346	1
YKL141W	S000001624	SDH3	-0.96	-0.955	6.72	0.35	1
YLL008W	S000003931	DRS1	0.93	0.934	6.31	0.361	1
YNL087W	S000005031	TCB2	0.95	0.949	7.41	0.362	1
YPR119W	S000006323	CLB2	0.92	0.921	6.3	0.38	1
YLR214W	S000004204	FRE1	0.88	0.878	7.66	0.385	1
YPR154W	S000006358	PIN3	-0.95	-0.953	5.77	0.391	1
YHR094C	S000001136	HXT1	-0.8	-0.8	7.65	0.393	1
YLL034C	S000003957	RIX7	0.93	0.931	5.95	0.395	1
YJR070C	S000003831	LIA1	0.93	0.928	7.58	0.397	1
YDR101C	S000002508	ARX1	0.94	0.945	7.75	0.398	1
YNL115C	S000005059	NA	-0.94	-0.942	5.41	0.398	1
YLR345W	S000004337	NA	-0.9	-0.899	5	0.402	1
YDR184C	S000002592	ATC1	0.89	0.887	5.07	0.406	1
YOL041C	S000005401	NOP12	0.9	0.901	6.23	0.418	1
YBR287W	S000000491	NA	-0.94	-0.94	8.01	0.43	1
YNL141W	S000005085	AAH1	-0.83	-0.844	7.12	0.434	1
YGR159C	S000003391	NSR1	0.89	0.886	9.38	0.44	1
YNL305C	S000005249	BXI1	-0.88	-0.882	6.21	0.446	1
YOL048C	S000005408	RRT8	-0.85	-0.85	4.87	0.457	1
YGR041W	S000003273	BUD9	0.92	0.917	5.66	0.458	1
YKL067W	S000001550	YNK1	-0.94	-0.936	6.51	0.461	1
YIL125W	S000001387	KGD1	-0.95	-0.948	7.93	0.465	1
YJL213W	S000003749	NA	-0.9	-0.9	5.93	0.475	1
YOR271C	S000005797	FSF1	0.89	0.893	6.64	0.481	1
YLR109W	S000004099	AHP1	-0.92	-0.921	11	0.483	1
YNL216W	S000005160	RAP1	0.88	0.877	5.78	0.513	1
YJR091C	S000003851	JSN1	-0.92	-0.919	7.2	0.517	1
YDL153C	S000002312	SAS10	0.78	0.779	5.73	0.523	1
YML123C	S000004592	PHO84	0.86	0.865	8.61	0.528	1
YBR056W	S000000260	NA	-0.88	-0.875	6.35	0.531	1
YHR065C	S000001107	RRP3	0.78	0.783	5.65	0.535	1
YDL148C	S000002307	NOP14	0.82	0.823	5.91	0.537	1
YOL109W	S000005469	ZEO1	-0.81	-0.81	7.69	0.537	1
YOR206W	S000005732	NOC2	0.85	0.847	7.15	0.54	1
YLR120C	S000004110	YPS1	-0.84	-0.838	7.01	0.543	1
YCR030C	S000000626	SYP1	-0.9	-0.896	8.19	0.546	1
YDL131W	S000002289	LYS21	0.89	0.89	6.74	0.547	1
YGR245C	S000003477	SDA1	0.78	0.781	6.74	0.548	1
YJL145W	S000003681	SFH5	0.87	0.875	5.56	0.551	1
YBR151W	S000000355	APD1	-0.91	-0.911	6.45	0.557	1
YIL107C	S000001369	PFK26	-0.87	-0.87	6.25	0.561	1
YDR096W	S000002503	GIS1	-0.86	-0.864	6	0.563	1
YKL065C	S000001548	YET1	-0.89	-0.895	6.66	0.573	1
YLL024C	S000003947	SSA2	-0.87	-0.868	13.2	0.577	1
YCR024C-A	S000000619	PMP1	0.57	0.573	5.63	0.582	1
YKR071C	S000001779	DRE2	0.82	0.819	6.24	0.585	1
YDR496C	S000002904	PUF6	0.85	0.85	6.93	0.586	1
YGR145W	S000003377	ENP2	0.81	0.816	5.96	0.59	1
YDR129C	S000002536	SAC6	-0.89	-0.888	8.13	0.59	1
YLR205C	S000004195	HMX1	-0.87	-0.871	5.89	0.59	1
YGR177C	S000003409	ATF2	0.83	0.83	5.85	0.591	1
YPL203W	S000006124	TPK2	-0.85	-0.854	6.14	0.593	1
YGL169W	S000003137	SUA5	0.85	0.854	5.72	0.611	1
YGL227W	S000003196	VID30	-0.75	-0.752	5.36	0.612	1
YIL069C	S000001331	RPS24B	0.91	0.907	9.05	0.614	1
YHL048W	S000001040	COS8	-0.82	-0.82	5.25	0.619	1
YPR010C	S000006214	RPA135	0.88	0.878	8.81	0.621	1
YLR411W	S000004403	CTR3	0.53	0.532	7.5	0.633	1
YNL062C	S000005006	GCD10	0.73	0.733	6.13	0.635	1
YIL091C	S000001353	UTP25	0.79	0.791	5.99	0.636	1
YKR056W	S000001764	TRM2	0.78	0.777	6.15	0.636	1
YNL113W	S000005057	RPC19	0.77	0.771	5.64	0.639	1
YNR060W	S000005343	FRE4	0.64	0.638	7.02	0.64	1
YMR152W	S000004760	YIM1	-0.89	-0.886	6.52	0.645	1
YJL151C	S000003687	SNA3	-0.84	-0.841	5.91	0.648	1
YLR355C	S000004347	ILV5	0.84	0.844	10.8	0.654	1
YDL215C	S000002374	GDH2	-0.88	-0.879	6.91	0.66	1
YEL055C	S000000781	POL5	0.83	0.832	7.14	0.667	1
YKL100C	S000001583	YPF1	-0.86	-0.864	7.4	0.671	1
YJL051W	S000003587	IRC8	0.81	0.806	5.54	0.678	1
YLL028W	S000003951	TPO1	-0.78	-0.784	6.39	0.68	1
YNL002C	S000004947	RLP7	0.81	0.806	6.66	0.685	1
YPR112C	S000006316	MRD1	0.78	0.784	5.85	0.694	1
YKL014C	S000001497	URB1	0.82	0.822	7.1	0.696	1
YOL077C	S000005437	BRX1	0.77	0.768	6.98	0.701	1
YER127W	S000000929	LCP5	0.71	0.715	5.33	0.705	1
YDR234W	S000002642	LYS4	0.85	0.855	7.12	0.706	1
YJR003C	S000003763	MRX12	0.82	0.821	5.71	0.708	1
YKR081C	S000001789	RPF2	0.73	0.729	6.53	0.709	1
YLR276C	S000004266	DBP9	0.71	0.706	6.45	0.709	1
YNL308C	S000005252	KRI1	0.63	0.63	5.74	0.71	1
YKR092C	S000001800	SRP40	0.8	0.802	6.95	0.711	1
YLR175W	S000004165	CBF5	0.74	0.743	8.33	0.722	1
YMR194W	S000004807	RPL36A	0.77	0.765	8.15	0.727	1
YDL182W	S000002341	LYS20	0.8	0.797	8.26	0.727	1
YDR507C	S000002915	GIN4	0.73	0.727	5.66	0.729	1
YER056C	S000000858	FCY2	0.76	0.763	8.84	0.73	1
YLR154C-G	S000028561	NA	-0.37	-0.373	6.59	0.738	1
YMR310C	S000004927	NA	0.75	0.748	5.67	0.74	1
YJL208C	S000003744	NUC1	0.74	0.739	5.33	0.751	1
YLR449W	S000004441	FPR4	0.64	0.641	6.87	0.752	1
YLR328W	S000004320	NMA1	0.86	0.859	5.97	0.755	1
YDL208W	S000002367	NHP2	0.72	0.716	6.85	0.757	1
YDL060W	S000002218	TSR1	0.76	0.761	6.58	0.757	1
YDL014W	S000002172	NOP1	0.71	0.715	9.47	0.762	1
YLR002C	S000003992	NOC3	0.75	0.747	6.01	0.763	1
YKL051W	S000001534	SFK1	-0.83	-0.83	5.89	0.764	1
YIL033C	S000001295	BCY1	-0.83	-0.834	7.79	0.764	1
YKL156W	S000001639	RPS27A	0.81	0.808	7.47	0.766	1
YPL012W	S000005933	RRP12	0.8	0.8	8.12	0.767	1
YGL062W	S000003030	PYC1	0.82	0.816	9.51	0.774	1
YJL069C	S000003605	UTP18	0.79	0.787	6.45	0.776	1
YBR247C	S000000451	ENP1	0.69	0.686	6.38	0.777	1
YLR259C	S000004249	HSP60	-0.82	-0.824	10.5	0.778	1
YHR169W	S000001212	DBP8	0.64	0.64	5.24	0.778	1
YLR435W	S000004427	TSR2	0.69	0.69	5.25	0.786	1
YBL099W	S000000195	ATP1	-0.76	-0.758	10.4	0.789	1
YAL025C	S000000023	MAK16	0.6	0.596	5.99	0.79	1
YML130C	S000004599	ERO1	-0.82	-0.819	8.81	0.79	1
YKL009W	S000001492	MRT4	0.76	0.762	7.14	0.792	1
YOR310C	S000005837	NOP58	0.77	0.766	8.53	0.796	1
YEL024W	S000000750	RIP1	-0.77	-0.771	8.1	0.8	1
YCL054W	S000000559	SPB1	0.66	0.664	6.37	0.801	1
YGR130C	S000003362	NA	-0.69	-0.685	6.02	0.802	1
YEL060C	S000000786	PRB1	-0.78	-0.779	7.63	0.804	1
YKR046C	S000001754	PET10	-0.77	-0.769	7.89	0.806	1
YLL021W	S000003944	SPA2	0.74	0.742	6.35	0.807	1
YIL036W	S000001298	CST6	-0.81	-0.806	5.63	0.808	1
YFL034C-A	S000006436	RPL22B	0.68	0.682	6.45	0.809	1
YKL172W	S000001655	EBP2	0.53	0.534	6.3	0.813	1
YOR020C	S000005546	HSP10	-0.83	-0.828	7.92	0.814	1
YOL016C	S000005376	CMK2	-0.63	-0.632	6.1	0.816	1
YNR034W	S000005317	SOL1	-0.81	-0.806	5.51	0.818	1
YKR024C	S000001732	DBP7	0.62	0.618	5.67	0.82	1
YOR220W	S000005746	RCN2	-0.74	-0.74	5.84	0.824	1
YHR070W	S000001112	TRM5	0.73	0.735	5.36	0.824	1
YNL175C	S000005119	NOP13	0.67	0.667	6.13	0.826	1
YJL133C-A	S000028805	NA	-0.44	-0.436	5.56	0.826	1
YCL030C	S000000535	HIS4	-0.61	-0.606	8.24	0.827	1
YHR043C	S000001085	DOG2	-0.72	-0.718	5.78	0.827	1
YLR350W	S000004342	ORM2	-0.8	-0.797	6.45	0.83	1
YOR294W	S000005820	RRS1	0.71	0.71	5.82	0.831	1
YJL079C	S000003615	PRY1	-0.57	-0.57	5.7	0.832	1
YGR295C	S000003527	COS6	-0.72	-0.723	7.92	0.835	1
YGL006W	S000002974	PMC1	-0.8	-0.805	6.65	0.835	1
YDR060W	S000002467	MAK21	0.71	0.711	7.32	0.84	1
YML052W	S000004516	SUR7	-0.74	-0.737	7.21	0.842	1
YBL042C	S000000138	FUI1	0.67	0.674	6.13	0.843	1
YLR196W	S000004186	PWP1	0.75	0.752	6.84	0.844	1
YDR087C	S000002494	RRP1	0.57	0.572	5.35	0.844	1
YOR056C	S000005582	NOB1	0.66	0.664	5.58	0.844	1
YKL082C	S000001565	RRP14	0.38	0.377	5.33	0.849	1
YCR072C	S000000668	RSA4	0.66	0.662	6.16	0.849	1
YCR024C-B	S000028818	NA	0.58	0.577	8.47	0.849	1
YLR073C	S000004063	RFU1	0.41	0.415	5.07	0.851	1
YML093W	S000004558	UTP14	0.57	0.573	6.14	0.853	1
YJR161C	S000003922	COS5	-0.6	-0.604	5.65	0.857	1
YJL159W	S000003695	HSP150	-0.69	-0.687	10.3	0.858	1
YGR162W	S000003394	TIF4631	0.73	0.731	8.38	0.859	1
YLR216C	S000004206	CPR6	-0.81	-0.806	9.21	0.859	1
YDR365C	S000002773	ESF1	0.55	0.552	6.11	0.86	1
YBR111C	S000000315	YSA1	-0.7	-0.699	5.69	0.861	1
YPR144C	S000006348	NOC4	0.76	0.764	6.6	0.862	1
YDR161W	S000002568	ACL4	0.66	0.66	5.85	0.867	1
YDR529C	S000002937	QCR7	-0.77	-0.77	6.69	0.867	1
